sic8,is_1to1_NAICS,Description,Baseline_Subindustry,Division,span_warn,Crosslisting,L1,L2,L3,L4,NAICS_Suggestion,METRO_ACS0812,NAICS,Notes,Baseline_Type,SIC4,SIC2,bundle_rep,flag____,strong,exists,misuse_warn,disfavored_warn,dubious_warn,ambiguous_warn
60119901,Y,Federal Reserve branches,"","Finance, Insurance, And Real Estate",0,,OOS,AGENT,EOP,EOP,,,"",,"",6011,60,1,N,Y,Y,0,0,0,0
60990100,N,Check clearing services,"","Finance, Insurance, And Real Estate",0,,BSERV,TRANSACT,EOP,EOP,,,,,"",6099,60,1,N,Y,Y,0,0,0,0
60990101,N,Automated clearinghouses,"","Finance, Insurance, And Real Estate",0,,BSERV,TRANSACT,EOP,EOP,,,,,"",6099,60,1,N,Y,Y,0,0,0,0
60990102,N,"Clearinghouse associations, bank or check","","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6099,60,1,N,Y,Y,0,0,0,0
60990103,N,Regional clearinghouse associations,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6099,60,1,N,Y,Y,0,0,0,0
60999900,N,"Functions related to deposit banking, nec","","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6099,60,1,N,Y,Y,0,0,0,0
60999901,N,Check cashing agencies,"","Finance, Insurance, And Real Estate",0,,BSERV,TRANSACT,EOP,EOP,,,,,"",6099,60,1,N,Y,Y,0,0,0,0
60999902,N,Deposit brokers,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6099,60,1,N,Y,Y,0,0,0,0
59999930,N,"Packaging materials: boxes, padding, etc.","",Retail Trade,0,,MOVE,LOGIS,PACK,EOP,,,,,"",5999,59,1,N,Y,Y,0,0,0,0
59999931,N,Welding supplies,"",Retail Trade,0,,CON,OCON,MSPEC,METAL.G,,,,,"",5999,59,1,N,Y,Y,0,0,0,0
60359900,Y,"Federal savings institutions, nec","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,"",,"",6035,60,1,N,Y,Y,0,0,0,0
60359901,Y,Federal savings and loan associations,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,"",,"",6035,60,1,N,Y,Y,0,0,0,0
60359902,Y,Federal savings banks,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,"",,"",6035,60,1,N,Y,Y,0,0,0,0
60829900,N,"Foreign trade and international banks, nec","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6082,60,1,N,Y,Y,0,0,0,0
60829901,N,Agreement Corporations,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6082,60,1,N,Y,Y,0,0,0,0
60829902,N,Edge Act Corporations,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6082,60,1,N,Y,Y,0,0,0,0
60999904,N,Escrow institutions other than real estate,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6099,60,1,N,Y,Y,0,0,0,0
60999905,N,Fiduciary agencies other than real estate or trust,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6099,60,1,N,Y,Y,0,0,0,0
60999907,N,Money order issuance,"","Finance, Insurance, And Real Estate",0,,BSERV,TRANSACT,EOP,EOP,,,,,"",6099,60,1,N,Y,Y,0,0,0,0
60999908,N,"Representative foreign bank offices, ex. agents an","","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6099,60,1,N,Y,Y,0,0,0,0
60999909,N,Safe deposit companies,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6099,60,1,N,Y,Y,0,0,0,0
60999910,N,Tax certificate sale and redemption agencies,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6099,60,1,N,Y,Y,0,0,0,0
60999911,N,Travelers' checks issuance,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6099,60,1,N,Y,Y,0,0,0,0
61110000,N,Federal and federally sponsored credit agencies,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6111,61,1,N,Y,Y,0,0,0,0
61110100,N,Federal mortgage credit agencies,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6111,61,1,N,Y,Y,0,0,0,0
61110101,N,Farmers Home Administration,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6111,61,1,N,Y,Y,0,0,0,0
61110102,N,Federal Home Loan Mortgage Corporation,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6111,61,1,N,Y,Y,0,0,0,0
61110103,N,Federal National Mortgage Association,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6111,61,1,N,Y,Y,0,0,0,0
61110104,N,Government National Mortgage Association,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6111,61,1,N,Y,Y,0,0,0,0
61110200,N,Mutual association credit agencies,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6111,61,1,N,Y,Y,0,0,0,0
61110201,N,Banks for cooperatives,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6111,61,1,N,Y,Y,0,0,0,0
61110202,N,National Consumer Cooperative Bank,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6111,61,1,N,Y,Y,0,0,0,0
61119900,N,"Federal and federally sponsored credit, nec","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6111,61,1,N,Y,Y,0,0,0,0
61119901,N,Commodity Credit Corporation,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6111,61,1,N,Y,Y,0,0,0,0
61119902,N,Export/Import Bank,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6111,61,1,N,Y,Y,0,0,0,0
61119903,N,Federal Intermediate Credit Bank,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6111,61,1,N,Y,Y,0,0,0,0
61119904,N,Federal Land Banks,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6111,61,1,N,Y,Y,0,0,0,0
61119905,N,Rural Electrification Administration,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6111,61,1,N,Y,Y,0,0,0,0
61119907,N,Synthetic Fuels Corporation,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6111,61,1,N,Y,Y,0,0,0,0
61410000,N,Personal credit institutions,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6141,61,1,N,Y,Y,0,0,0,0
61539900,N,"Short-term business credit, nec","","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6153,61,1,N,Y,Y,0,0,0,0
61539901,N,"Credit card services, central agency collection","","Finance, Insurance, And Real Estate",0,,BSERV,TRANSACT,EOP,EOP,,,,,"",6153,61,1,N,Y,Y,0,0,0,0
61590101,N,Agricultural loan companies,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6159,61,1,N,Y,Y,0,0,0,0
61590102,N,Farm mortgage companies,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6159,61,1,N,Y,Y,0,0,0,0
61590103,N,Livestock loan companies,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6159,61,1,N,Y,Y,0,0,0,0
61590104,N,"Production credit association, agricultural","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6159,61,1,N,Y,Y,0,0,0,0
61590200,N,Equipment and vehicle finance leasing companies,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6159,61,1,N,Y,Y,0,0,0,0
61590202,N,"Finance leasing, vehicles: except automobiles and ","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6159,61,1,N,Y,Y,0,0,0,0
61590204,N,Pari-mutuel totalizator equipment finance leasing ,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6159,61,1,N,Y,Y,0,0,0,0
61590205,N,Truck finance leasing,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6159,61,1,N,Y,Y,0,0,0,0
60999906,N,Foreign currency exchange,"","Finance, Insurance, And Real Estate",0,,BSERV,TRANSACT,EOP,EOP,,,,,"",6099,60,1,N,Y,Y,0,0,0,0
60999912,N,Automated teller machine (ATM) network,"","Finance, Insurance, And Real Estate",0,,CIRCUIT,SYS,GOODS,BANK,,,,,"",6099,60,1,N,Y,Y,0,0,0,0
61599900,N,"Miscellaneous business credit institutions, nec","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6159,61,1,N,Y,Y,0,0,0,0
62110202,N,Investment bankers,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6211,62,1,N,Y,Y,0,0,0,0
61599902,N,Intermediate investment banks,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6159,61,1,N,Y,Y,0,0,0,0
61639900,Y,"Loan brokers, nec","","Finance, Insurance, And Real Estate",0,,,,,,,,"",,"",6163,61,1,N,Y,Y,0,0,0,0
61639901,Y,"Agents, farm or business loan","","Finance, Insurance, And Real Estate",0,,,,,,,,"",,"",6163,61,1,N,Y,Y,0,0,0,0
61639902,Y,"Brokers, farm or business loan","","Finance, Insurance, And Real Estate",0,,,,,,,,"",,"",6163,61,1,N,Y,Y,0,0,0,0
61599903,N,Small business investment companies,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6159,61,1,N,Y,Y,0,0,0,0
62110101,N,Bond dealers and brokers,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6211,62,1,N,Y,Y,0,0,0,0
62110103,N,"Dealers, security","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6211,62,1,N,Y,Y,0,0,0,0
62110104,N,"Floor traders, security","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6211,62,1,N,Y,Y,0,0,0,0
62110105,N,Note brokers,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6211,62,1,N,Y,Y,0,0,0,0
62110106,N,Stock brokers and dealers,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6211,62,1,N,Y,Y,0,0,0,0
62110107,N,Stock option dealers,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6211,62,1,N,Y,Y,0,0,0,0
62110108,N,Tax certificate dealers,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6211,62,1,N,Y,Y,0,0,0,0
62110109,N,"Traders, security","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6211,62,1,N,Y,Y,0,0,0,0
62110203,N,Investment certificate sales,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6211,62,1,N,Y,Y,0,0,0,0
62110206,N,"Syndicate shares (real estate, entertainment, equi","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6211,62,1,N,Y,Y,0,0,0,0
61629901,N,Bond and mortgage companies,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6162,61,1,N,Y,Y,0,0,0,0
62110301,N,Mineral leasing dealers,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6211,62,1,N,Y,Y,0,0,0,0
62110302,N,Mineral royalties dealers,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6211,62,1,N,Y,Y,0,0,0,0
62110303,N,Oil and gas lease brokers,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6211,62,1,N,Y,Y,0,0,0,0
62110304,N,Oil royalties dealers,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6211,62,1,N,Y,Y,0,0,0,0
62119900,N,"Security brokers and dealers, nec","","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6211,62,1,N,Y,Y,0,0,0,0
62119902,N,"Mutual funds, selling by independent salesperson","","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6211,62,1,N,Y,Y,0,0,0,0
62829905,N,"Manager of mutual funds, contract or fee basis","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6282,62,1,N,Y,Y,0,0,0,0
62210000,N,"Commodity contracts brokers, dealers","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6221,62,0,N,Y,Y,0,0,0,0
62219900,N,"Commodity contracts brokers, dealers, nec","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6221,62,1,N,Y,Y,0,0,0,0
61620000,N,Mortgage bankers and loan correspondents,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6162,61,1,N,Y,Y,0,0,0,0
62110205,N,Securities flotation companies,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6211,62,1,N,Y,Y,0,0,0,0
61630000,Y,Loan brokers,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,"",,"",6163,61,1,N,Y,Y,0,0,0,0
62119901,N,"Mortgages, buying and selling","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6211,62,1,N,Y,Y,0,0,0,0
61629900,N,"Mortgage bankers and correspondents, nec","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6162,61,1,N,Y,Y,0,0,0,0
61629902,N,Loan correspondents,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6162,61,1,N,Y,Y,0,0,0,0
61629905,N,"Mortgage companies, urban","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6162,61,1,N,Y,Y,0,0,0,0
61629903,N,Mortgage bankers,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6162,61,1,N,Y,Y,0,0,0,0
62219901,N,"Commodity brokers, contracts","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6221,62,1,N,Y,Y,0,0,0,0
62219902,N,"Commodity dealers, contracts","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6221,62,1,N,Y,Y,0,0,0,0
62219903,N,"Commodity traders, contracts","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6221,62,1,N,Y,Y,0,0,0,0
62219904,N,"Futures brokers and dealers, commodity","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6221,62,1,N,Y,Y,0,0,0,0
62310000,Y,Security and commodity exchanges,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,"",,"",6231,62,1,N,Y,Y,0,0,0,0
62319900,Y,"Security and commodity exchanges, nec","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,"",,"",6231,62,1,N,Y,Y,0,0,0,0
62319901,Y,Commodity contract exchanges,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,"",,"",6231,62,1,N,Y,Y,0,0,0,0
62319902,Y,"Futures exchanges, contract","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,"",,"",6231,62,1,N,Y,Y,0,0,0,0
62319904,Y,Stock exchanges,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,"",,"",6231,62,1,N,Y,Y,0,0,0,0
62319905,Y,Stock option exchanges,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,"",,"",6231,62,1,N,Y,Y,0,0,0,0
62820000,N,Investment advice,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6282,62,1,N,Y,Y,0,0,0,0
62829900,N,"Investment advice, nec","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6282,62,1,N,Y,Y,0,0,0,0
62829901,N,Futures advisory service,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6282,62,1,N,Y,Y,0,0,0,0
62829903,N,Investment counselors,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6282,62,1,N,Y,Y,0,0,0,0
62829904,N,Investment research,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6282,62,1,N,Y,Y,0,0,0,0
62890000,N,Security and commodity service,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6289,62,1,N,Y,Y,0,0,0,0
62890101,N,Bondholders protective committee,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6289,62,1,N,Y,Y,0,0,0,0
62890102,N,Royalty owners protective associations,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6289,62,1,N,Y,Y,0,0,0,0
62890103,N,Security holders protective committee,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6289,62,1,N,Y,Y,0,0,0,0
62890200,N,Security transfer agents,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6289,62,1,N,Y,Y,0,0,0,0
62890201,N,Security custodians,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6289,62,1,N,Y,Y,0,0,0,0
62890202,N,Stock transfer agents,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6289,62,1,N,Y,Y,0,0,0,0
62890301,N,"Exchange clearinghouses, commodity","","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6289,62,1,N,Y,Y,0,0,0,0
62899900,N,"Security and commodity services, nec","","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6289,62,1,N,Y,Y,0,0,0,0
62899902,N,Stock quotation service,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6289,62,1,N,Y,Y,0,0,0,0
63110101,N,Cooperative life insurance organizations,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6311,63,1,N,Y,Y,0,0,0,0
63110102,N,Fraternal life insurance organizations,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6311,63,1,N,Y,Y,0,0,0,0
63119900,N,"Life insurance, nec","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6311,63,1,N,Y,Y,0,0,0,0
63119901,N,Assessment life insurance agents,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6311,63,1,N,Y,Y,0,0,0,0
63119902,N,Benevolent insurance associations,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6311,63,1,N,Y,Y,0,0,0,0
63119903,N,Burial insurance societies,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6311,63,1,N,Y,Y,0,0,0,0
63119904,N,Funeral insurance,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6311,63,1,N,Y,Y,0,0,0,0
70219901,Y,"Dormitory, commercially operated","",Services,0,,,,,,,,"",,"",7021,70,1,N,Y,Y,0,0,0,0
62890300,N,Security and commodity clearinghouses,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6289,62,1,N,Y,Y,0,0,0,0
63119905,N,Legal reserve life insurance,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6311,63,1,N,Y,Y,0,0,0,0
63119906,N,Life insurance carriers,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6311,63,1,N,Y,Y,0,0,0,0
63119907,N,"Life insurance funds, savings bank","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6311,63,1,N,Y,Y,0,0,0,0
63119908,N,Life reinsurance carriers,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6311,63,1,N,Y,Y,0,0,0,0
63210000,N,Accident and health insurance,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6321,63,1,N,Y,Y,0,0,0,0
63210100,N,Accident and health insurance carriers,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6321,63,1,N,Y,Y,0,0,0,0
63210101,N,Accident insurance carriers,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6321,63,1,N,Y,Y,0,0,0,0
63210200,N,Mutual accident and health associations,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6321,63,1,N,Y,Y,0,0,0,0
63210201,N,"Accident associations, mutual","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6321,63,1,N,Y,Y,0,0,0,0
63210202,N,Fraternal accident and health insurance organizati,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6321,63,1,N,Y,Y,0,0,0,0
63210203,N,"Sick benefit associations, mutual","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6321,63,1,N,Y,Y,0,0,0,0
63219900,N,"Accident and health insurance, nec","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6321,63,1,N,Y,Y,0,0,0,0
63219901,N,"Assessment associations, accident and health insur","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6321,63,1,N,Y,Y,0,0,0,0
63219902,N,Disability health insurance,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6321,63,1,N,Y,Y,0,0,0,0
63219903,N,"Indemnity plans health insurance, except medical s","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6321,63,1,N,Y,Y,0,0,0,0
63219904,N,Reciprocal interinsurance exchanges,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6321,63,1,N,Y,Y,0,0,0,0
63219905,N,"Reinsurance carriers, accident and health","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6321,63,1,N,Y,Y,0,0,0,0
63240000,N,Hospital and medical service plans,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6324,63,1,N,Y,Y,0,0,0,0
63249900,N,"Hospital and medical service plans, nec","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6324,63,1,N,Y,Y,0,0,0,0
63249901,N,Dental insurance,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6324,63,1,N,Y,Y,0,0,0,0
63249902,N,Group hospitalization plans,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6324,63,1,N,Y,Y,0,0,0,0
63310000,N,"Fire, marine, and casualty insurance","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6331,63,1,N,Y,Y,0,0,0,0
63310100,N,Agricultural insurance,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6331,63,1,N,Y,Y,0,0,0,0
63310101,N,Federal Crop Insurance Corporation,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6331,63,1,N,Y,Y,0,0,0,0
63310200,N,"Fire, marine and casualty insurance and carriers","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6331,63,1,N,Y,Y,0,0,0,0
63310201,N,"Associated factory mutuals, fire and marine insura","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6331,63,1,N,Y,Y,0,0,0,0
63310202,N,"Fire, marine, and casualty insurance: mutual","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6331,63,1,N,Y,Y,0,0,0,0
63319900,N,"Fire, marine, and casualty insurance, nec","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6331,63,1,N,Y,Y,0,0,0,0
63319901,N,"Assessment associations: fire, marine and casualty","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6331,63,1,N,Y,Y,0,0,0,0
63319903,N,Boiler insurance,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6331,63,1,N,Y,Y,0,0,0,0
63319904,N,Burglary and theft insurance,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6331,63,1,N,Y,Y,0,0,0,0
63319905,N,Contact lens insurance,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6331,63,1,N,Y,Y,0,0,0,0
63319906,N,Plate glass insurance,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6331,63,1,N,Y,Y,0,0,0,0
63319907,N,Property damage insurance,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6331,63,1,N,Y,Y,0,0,0,0
63619901,N,Guarantee of titles,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6361,63,1,N,Y,Y,0,0,0,0
63319908,N,"Reciprocal interinsurance exchanges: fire, marine,","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6331,63,1,N,Y,Y,0,0,0,0
63319909,N,Workers' compensation insurance,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6331,63,1,N,Y,Y,0,0,0,0
63510000,N,Surety insurance,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6351,63,1,N,Y,Y,0,0,0,0
63510100,N,Surety insurance bonding,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6351,63,1,N,Y,Y,0,0,0,0
63510101,N,Employee bonding,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6351,63,1,N,Y,Y,0,0,0,0
63510200,N,Fidelity insurance,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6351,63,1,N,Y,Y,0,0,0,0
63510201,N,Fidelity responsibility insurance,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6351,63,1,N,Y,Y,0,0,0,0
63519900,N,"Surety insurance, nec","","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6351,63,1,N,Y,Y,0,0,0,0
63519901,N,"Assessment associations, surety and fidelity insur","","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6351,63,1,N,Y,Y,0,0,0,0
63519902,N,Credit and other financial responsibility insuranc,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6351,63,1,N,Y,Y,0,0,0,0
63519904,N,Mortgage guarantee insurance,"","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6351,63,1,N,Y,Y,0,0,0,0
63519905,N,"Reciprocal interinsurance exchanges: surety, fidel","","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6351,63,1,N,Y,Y,0,0,0,0
63519906,N,"Warranty insurance, home","","Finance, Insurance, And Real Estate",0,,,,,,,,,,"",6351,63,1,N,Y,Y,0,0,0,0
63619902,N,Real estate title insurance,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6361,63,1,N,Y,Y,0,0,0,0
63619900,N,"Title insurance, nec","","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,,,"",6361,63,1,N,Y,Y,0,0,0,0
